#separator:tab
#html:true
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Atomic_Structure</div>
<img src=""Element Notation (1).png""><div><br><div><div>In element notation, A is the<font color=""#e12727"">&nbsp;</font><span class=""cloze"" data-cloze=""Mass&#x20;number"" data-ordinal=""1"">[...]</span></div></div></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Atomic_Structure</div>
    <img src=""Element Notation (1).png""><div><br><div><div>In element notation, A is the<font color=""#e12727"">&nbsp;</font><span class=""cloze"" data-ordinal=""1"">Mass number</span></div></div></div>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Mass Number.png"" /></div><div><br /></div>
<a href=""https://www.khanacademy.org/science/biology/chemistry--of-life/elements-and-atoms/v/introduction-to-the-atom"">Khan Academy Link</a></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::Behavioral::Social::Social_Structure</div>
A/an <span class=""cloze"" data-cloze=""democracy"" data-ordinal=""1"">[...]</span>&nbsp;is&nbsp;a form of government in which <b>power&nbsp;is&nbsp;vested in the people</b> and exercised directly by them or by their elected agents under a free electoral system<br>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::Behavioral::Social::Social_Structure</div>
    A/an <span class=""cloze"" data-ordinal=""1"">democracy</span>&nbsp;is&nbsp;a form of government in which <b>power&nbsp;is&nbsp;vested in the people</b> and exercised directly by them or by their elected agents under a free electoral system<br>
    <div>&nbsp;</div>
    <div id='extra'><img src=""Democracy.jpg""><div><br></div><div><a href=""https://www.khanacademy.org/humanities/us-government-and-civics/us-gov-foundations/us-gov-types-of-democracy/v/introduction-to-democracy-and-its-broad-variations"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::Behavioral::Social::Social_Structure</div>
A/an <span class=""cloze"" data-cloze=""dictatorship"" data-ordinal=""1"">[...]</span> is an authoritarian form of government, characterized by a <i>single leader</i> or group of leaders with either no party or a weak party, little mass mobilization, and limited political pluralism<br>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::Behavioral::Social::Social_Structure</div>
    A/an <span class=""cloze"" data-ordinal=""1"">dictatorship</span> is an authoritarian form of government, characterized by a <i>single leader</i> or group of leaders with either no party or a weak party, little mass mobilization, and limited political pluralism<br>
    <div>&nbsp;</div>
    <div id='extra'><img src=""Dictator.jpg""><div><br></div><div><a href=""https://www.youtube.com/watch?v=XBcySp-11Dw"">YouTube Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::Behavioral::Social::Social_Structure</div>
<span class=""cloze"" data-cloze=""Communism"" data-ordinal=""1"">[...]</span> is a form of government which advocates class warfare and leads to a society in which <b>all property is publicly owned</b> and each person's work is paid according to their abilities and needs<br>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::Behavioral::Social::Social_Structure</div>
    <span class=""cloze"" data-ordinal=""1"">Communism</span> is a form of government which advocates class warfare and leads to a society in which <b>all property is publicly owned</b> and each person's work is paid according to their abilities and needs<br>
    <div>&nbsp;</div>
    <div id='extra'><img src=""Communism.jpeg""><div><br></div><div><a href=""https://www.khanacademy.org/humanities/us-history/postwarera/postwar-era/v/communism"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::Behavioral::Social::Social_Structure</div>
A/an <span class=""cloze"" data-cloze=""monarchy"" data-ordinal=""1"">[...]</span>&nbsp;is the rule of a king, queen, or an emperor<br>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::Behavioral::Social::Social_Structure</div>
    A/an <span class=""cloze"" data-ordinal=""1"">monarchy</span>&nbsp;is the rule of a king, queen, or an emperor<br>
    <div>&nbsp;</div>
    <div id='extra'><img src=""Monarchy.jpg""><div><br></div><div><a href=""https://www.youtube.com/watch?v=XBcySp-11Dw"">YouTube Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::Behavioral::Social::Social_Structure</div>
<span class=""cloze"" data-cloze=""Capitalism"" data-ordinal=""1"">[...]</span> is an economic system based on the <u>private ownership</u> of the means of production and their operation for profit<br>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::Behavioral::Social::Social_Structure</div>
    <span class=""cloze"" data-ordinal=""1"">Capitalism</span> is an economic system based on the <u>private ownership</u> of the means of production and their operation for profit<br>
    <div>&nbsp;</div>
    <div id='extra'><img src=""Capitalism.jpg""><div><br></div><div><a href=""https://www.khanacademy.org/humanities/us-history/history-survey/us-history-survey/v/when-capitalism-is-great-and-not-so-great"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::Behavioral::Social::Social_Structure</div>
<span class=""cloze"" data-cloze=""Socialism"" data-ordinal=""1"">[...]</span> is&nbsp;an economic and political system where the ways of making a living (factories, offices, etc.)&nbsp;are&nbsp;<i>owned by the workers</i> who run them and the people who depend on them,&nbsp;meaning&nbsp;the value made belongs to the people who make it, instead of a group of private owners<br>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::Behavioral::Social::Social_Structure</div>
    <span class=""cloze"" data-ordinal=""1"">Socialism</span> is&nbsp;an economic and political system where the ways of making a living (factories, offices, etc.)&nbsp;are&nbsp;<i>owned by the workers</i> who run them and the people who depend on them,&nbsp;meaning&nbsp;the value made belongs to the people who make it, instead of a group of private owners<br>
    <div>&nbsp;</div>
    <div id='extra'><img src=""Socialism.jpg""><div><br></div><div><a href=""https://www.youtube.com/watch?v=B3u4EFTwprM"">YouTube Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::Behavioral::Social::Social_Structure</div>
<span class=""cloze"" data-cloze=""Medicalization"" data-ordinal=""1"">[...]</span>&nbsp;is the process by which conditions and problems come to be defined and treated as <i>medical conditions</i>, and thus become the subject of medical study, diagnosis, prevention, or treatment<br>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::Behavioral::Social::Social_Structure</div>
    <span class=""cloze"" data-ordinal=""1"">Medicalization</span>&nbsp;is the process by which conditions and problems come to be defined and treated as <i>medical conditions</i>, and thus become the subject of medical study, diagnosis, prevention, or treatment<br>
    <div>&nbsp;</div>
    <div id='extra'><img src=""Medicalization.jpg""><div><br></div><div><a href=""https://www.khanacademy.org/test-prep/mcat/society-and-culture/social-structures/v/institutions-government-economy-and-health-and-medicine"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::Behavioral::Social::Social_Behavior</div>
<span class=""cloze"" data-cloze=""Sick&#x2D;role&amp;nbsp&#x3B;behavior"" data-ordinal=""1"">[...]</span>&nbsp;is the activity undertaken, <b>for the purpose of getting well</b>, by those who consider themselves&nbsp;ill<br>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::Behavioral::Social::Social_Behavior</div>
    <span class=""cloze"" data-ordinal=""1"">Sick-role&nbsp;behavior</span>&nbsp;is the activity undertaken, <b>for the purpose of getting well</b>, by those who consider themselves&nbsp;ill<br>
    <div>&nbsp;</div>
    <div id='extra'><img src=""Sick Role.jpg""><div><br></div><div><a href=""https://www.youtube.com/watch?v=gJT1oHqlFis"">YouTube Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::Behavioral::Social::Social_Structure</div>
<span class=""cloze"" data-cloze=""Social&#x20;epidemiology"" data-ordinal=""1"">[...]</span>&nbsp;is a branch of&nbsp;epidemiology&nbsp;that focuses particularly on the effects of&nbsp;<b>social-structural</b> factors on states of health<br>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::Behavioral::Social::Social_Structure</div>
    <span class=""cloze"" data-ordinal=""1"">Social epidemiology</span>&nbsp;is a branch of&nbsp;epidemiology&nbsp;that focuses particularly on the effects of&nbsp;<b>social-structural</b> factors on states of health<br>
    <div>&nbsp;</div>
    <div id='extra'><img src=""Social Epidemiology.png""><div><br></div><div><a href=""https://www.khanacademy.org/test-prep/mcat/society-and-culture/social-structures/v/institutions-government-economy-and-health-and-medicine"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::Behavioral::Social::Social_Structure</div>
The&nbsp;<span class=""cloze"" data-cloze=""bourgeoisie"" data-ordinal=""1"">[...]</span>&nbsp;is defined as the <u>middle class</u>, typically used with reference to feelings of materialism when describing the middle class<br>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::Behavioral::Social::Social_Structure</div>
    The&nbsp;<span class=""cloze"" data-ordinal=""1"">bourgeoisie</span>&nbsp;is defined as the <u>middle class</u>, typically used with reference to feelings of materialism when describing the middle class<br>
    <div>&nbsp;</div>
    <div id='extra'><img src=""Bourgeois.jpg""><div><br></div><div><a href=""https://www.khanacademy.org/test-prep/mcat/society-and-culture/social-structures/v/conflict-theory"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::Behavioral::Social::Social_Structure</div>
The&nbsp;<span class=""cloze"" data-cloze=""proletariat"" data-ordinal=""1"">[...]</span>&nbsp;is defined as <i>working-class people</i>, or people who perform labor for money<br>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::Behavioral::Social::Social_Structure</div>
    The&nbsp;<span class=""cloze"" data-ordinal=""1"">proletariat</span>&nbsp;is defined as <i>working-class people</i>, or people who perform labor for money<br>
    <div>&nbsp;</div>
    <div id='extra'><img src=""Proletariat.jpg""><div><br></div><div><a href=""https://www.khanacademy.org/test-prep/mcat/society-and-culture/social-structures/v/conflict-theory"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::Behavioral::Social::Social_Structure</div>
In social philosophy, <span class=""cloze"" data-cloze=""objectification"" data-ordinal=""1"">[...]</span> is the act of treating a person, or sometimes an animal, as an <b>object</b> or a thing<br>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::Behavioral::Social::Social_Structure</div>
    In social philosophy, <span class=""cloze"" data-ordinal=""1"">objectification</span> is the act of treating a person, or sometimes an animal, as an <b>object</b> or a thing<br>
    <div>&nbsp;</div>
    <div id='extra'><img src=""Objectification.jpg""><div><br></div><div><a href=""https://www.khanacademy.org/test-prep/mcat/society-and-culture/social-structures/v/social-theories-overview-part-2"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::Behavioral::Social::Social_Structure</div>
<span class=""cloze"" data-cloze=""Patriarchy"" data-ordinal=""1"">[...]</span> is a social system in which <b>men hold primary power </b>and predominate in roles of political leadership, moral authority, social privilege and control of property<br>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::Behavioral::Social::Social_Structure</div>
    <span class=""cloze"" data-ordinal=""1"">Patriarchy</span> is a social system in which <b>men hold primary power </b>and predominate in roles of political leadership, moral authority, social privilege and control of property<br>
    <div>&nbsp;</div>
    <div id='extra'><img src=""Patriarchy.jpg""><div><br></div><div><a href=""https://www.khanacademy.org/test-prep/mcat/society-and-culture/social-structures/v/social-theories-overview-part-2"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::Behavioral::Social::Social_Structure</div>
<span class=""cloze"" data-cloze=""Baby&#x20;boomers"" data-ordinal=""1"">[...]</span>&nbsp;are those people born worldwide between <u>1946 and 1964</u>, the time frame most commonly used to define them<br>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::Behavioral::Social::Social_Structure</div>
    <span class=""cloze"" data-ordinal=""1"">Baby boomers</span>&nbsp;are those people born worldwide between <u>1946 and 1964</u>, the time frame most commonly used to define them<br>
    <div>&nbsp;</div>
    <div id='extra'><img src=""Baby Boomers.png""><div><br></div><div><a href=""https://www.khanacademy.org/humanities/us-history/postwarera/postwar-era/a/the-baby-boom"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::Behavioral::Social::Social_Structure</div>
The&nbsp;<span class=""cloze"" data-cloze=""life&#x20;course&#x20;theory"" data-ordinal=""1"">[... theory]</span>&nbsp;is a multidisciplinary approach to understanding the mental, physical and social health of individuals, which incorporates both&nbsp;<b>life&nbsp;span</b> and&nbsp;<b>life&nbsp;stage concepts</b> that determine the health trajectory<br>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::Behavioral::Social::Social_Structure</div>
    The&nbsp;<span class=""cloze"" data-ordinal=""1"">life course theory</span>&nbsp;is a multidisciplinary approach to understanding the mental, physical and social health of individuals, which incorporates both&nbsp;<b>life&nbsp;span</b> and&nbsp;<b>life&nbsp;stage concepts</b> that determine the health trajectory<br>
    <div>&nbsp;</div>
    <div id='extra'><img src=""Life Course Theory.jpg""><div><br></div><div><a href=""https://www.khanacademy.org/test-prep/mcat/society-and-culture/demographics/v/demographic-structure-of-society-age"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::Behavioral::Social::Social_Structure</div>
<span class=""cloze"" data-cloze=""Age&#x20;stratification"" data-ordinal=""1"">[...]</span> refers to the hierarchical ranking of people into age groups within a society. It could also be defined as a system of <i>inequalities linked to age</i><br>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::Behavioral::Social::Social_Structure</div>
    <span class=""cloze"" data-ordinal=""1"">Age stratification</span> refers to the hierarchical ranking of people into age groups within a society. It could also be defined as a system of <i>inequalities linked to age</i><br>
    <div>&nbsp;</div>
    <div id='extra'><img src=""Age Stratification.jpg""><div><br></div><div><a href=""https://www.khanacademy.org/test-prep/mcat/society-and-culture/demographics/v/demographic-structure-of-society-age"">Khan Academy Link</a></div></div>
</div>"
